id,name,price,oldPrice,brand,category,enPromotion,isVedette
yYxVRYpu0gKVy5IzZ2xc,Batterie BL-25BI MOXOM,3000,,MOXOM,accessoire,false,false
mOyziFIctY7tNDofSGlG,Câble Android Moxom MX-CB22,2000,,MOXOM,accessoire,false,false
n0pWtLnX0rXmLzkLmzhP,CÂBLE CHARGEUR ANDROID CALUS CA-M52,500,,CALUS,accessoire,false,false
Gl3AGX3FSTdcjIczPXue,Câble chargeur rapide Android MOXOM CC-46,2000,,MOXOM,accessoire,false,false
HeiHfNMWquMmcosf3zzA,Câble chargeur rapide Android MOXOM CC-62,2000,,MOXOM,accessoire,false,false
lxkjU9QHR330UwfjCAPL,Câble chargeur rapide Android MOXOM CC-63,2000,,MOXOM,accessoire,false,false
pte7c7S0elo4Gygr1nZm,Câble chargeur rapide Android MOXOM CC-64,2000,,MOXOM,accessoire,false,false
Ghjf2BfKDaSIWTkeinMW,Câble chargeur rapide iphone MOXOM CC-64,2000,,MOXOM,,false,false
u9Yx6t2hkGSOxQMsl6b4,Câble iphone MOXOM MX-CB149,2000,,MOXOM,accessoire,false,false
nWBuLJCndUxj0O128NJP,Câble iphone MOXOM MX-CB81,3000,,MOXOM,accessoire,false,false
UGAlttLzNjvUnUkNEmQx,Câble iphone Oraimo OCD-L53,1500,,Oraimo,accessoire,false,false
kRPv24vNJB44ieIynIHB,Câble multi-fonctions Oraimo 3 en 1 DuralIne 3,3500,,Oraimo,accessoire,false,false
CecCb0iyFe3uvGN4pa5i,"Câbles Multi-Fonctions 3 en 1 (Type C, Android et iPhone) MOXOM CB-102",3500,,MOXOM,accessoire,false,false
fG67jDvhDliyBWpnvRij,Carte mémoire  16GB,2500,,INFINIX,accessoire,false,false
QXwg3dO9CMP72FUjmIoF,Carte mémoire  2GB,1500,,DIGITAL,accessoire,false,false
Dd21cZWBW9A80IJNG7mF,Carte mémoire  32GB,3000,,Itel,accessoire,false,false
VRAGjJktgr4HtsjVz4VL,Carte mémoire  4GB,1800,,ORIGINAL,accessoire,false,false
ymWnvlYvoq9mOnRWHapn,Carte mémoire  64GB,4000,,Itel,accessoire,false,false
gizglx5vjeGmKal2XH6u,Carte mémoire  8GB,2000,,DIGITAL,accessoire,false,false
vBB49TQBG5fyDmsbqkWw,Carte mémoire  SANDISK pour caméra 32GB,5000,,SANDISK,accessoire,false,false
B22pMI2gdOfMn6iyZwrd,Carte mémoire  SANDISK pour caméra 64GB,8000,,SANDISK,accessoire,false,false
bzRgD0ytgO762qpakxNn,Carte mémoire SANDISK pour caméra 128GB,15000,,SANDISK,accessoire,false,false
Q7p34goZZ9lh4goKzhex,Carte mémoire SANDISK pour caméra 32GB,5000,,SANDISK,accessoire,false,false
cIlY7wZ79YGWZNIdgbvM,Casque Bluetooth MOXOM MX-WL21,13000,,MOXOM,accessoire,false,false
Ql54RqRcviLKXUSDGNmu,Casque Bluetooth MOXOM MX-WL41,13000,,MOXOM,accessoire,false,false
gFPEs6QtNWP19WYvPQAj,Casque Bluetooth MX-WL26,10000,,MOXOM,accessoire,false,false
Zta1ZzEv2ifPNS48Mix6,Casque Bluetooth Oraimo ANC Bloom Pop Pro,21000,,Oraimo,accessoire,false,false
VAUwT4Dnmwn6efrwRyhq,Casque Bluetooth Oraimo Bloom Pop 25,15000,,Oraimo,accessoire,false,false
t1KX6N6EFFU3lg6rQVuZ,Casque Bluetooth Oraimo Bloom Pop Lite,14000,,Oraimo,accessoire,false,false
Hfb6Xzwz51QEKWn2WYOy,Chargeur Android MOXOM HC-09 QC,5000,,MOXOM,accessoire,false,false
Ijp5Z13HKiglUAb2z3yu,Chargeur Android Rapide  Oraimo  Powercube 12 Sleek (OCW-1121E-M53),2500,,Oraimo,accessoire,false,false
1a6BAnkyokklPqN5vOAO,Chargeur Android Rapide  Oraimo CANNON 18-D 5183E-M53,4000,,Oraimo,accessoire,false,false
UlvzLL3ulejhFGYPlH56,Chargeur Android Rapide Oraimo Powercube 12 Sleek,2500,,Oraimo,accessoire,false,false
xZS9lrMpaotF15BhLqpV,Chargeur iphone MOXOM MX-HC138,4500,,MOXOM,accessoire,false,false
d1xqx2cyX47SK3E5iReD,Chargeur iPhone oraimo  OCW-E66S,4000,,ORAIMO,accessoire,false,false
TXeP4MeFpfYvf04PBVke,Chargeur original Android Infinix/ tecno,2000,,INFINIX TECNO,accessoire,false,false
B4XT3qgxDvNRTAaAiCrn,Chargeur original Type C Infinix/tecno,2000,,INFINIX TECNO,accessoire,false,false
FAyM2BC7pVdWgLof22Ia,Chargeur type-c Rapide Oraimo PowerSleek 1121EC,3500,,Oraimo,accessoire,false,false
wwCn6ZBXTUPOzWYZUhpJ,Clé E & Z BRIDGE 32GB,5000,,E & Z BRIDGE,accessoire,false,false
IoPOXzluwCAyMKpR3Jca,Clé USB DIGIRICH 4GB,3000,,DIGIRICH,accessoire,false,false
pcDvbzWtvTPdCaTLdVSf,Clé USB DIGIRICH 8GB,3500,,DIGIRICH,accessoire,false,false
gg2VhXFhNUszmSAsRGq8,Clé USB JOY 128GB,5500,,JOY,accessoire,false,false
vQYu4Wv6AYFTarQH1dnF,Clé USB JOY 4GB,3000,,JOY,accessoire,false,false
9dw2AsZtH89faqgfoHMB,Clé USB KIOXIA 16GB,4000,,KIOXIA,accessoire,false,false
RzqZouDekT7NyjhGJdoC,Clé USB KIOXIA 32GB,5000,,KIOXIA,accessoire,false,false
3B3CSk0o3wuqQhRWTsMF,Clé USB KIOXIA 64GB,6000,,KIOXIA,accessoire,false,false
2IWZl2YC1L3t7GTv55VH,Clé USB KNK 8GB,3500,,KNk,accessoire,false,false
8bxTG9IHI9YRqMBhV18k,Clé USB MAGIC 2GB,2500,,MAGIC,accessoire,false,false
J3AqtDkEvy0IknNKfK18,Clé USB MAGIC 64GB,6000,,MAGIC,accessoire,false,false
AoH5sPrOUbCd34sXaZWE,Clé USB SANDISK 128GB,9000,,SANDISK,accessoire,false,false
saNeOm94osIKaJG6LIRa,Clé USB SANDISK 16GB,4500,,SANDISK,,false,false
LRdMMF24jauEx15GRlg8,Clé USB SANDISK 32GB,5500,,SANDISK,accessoire,false,false
Lv6yufFGnk3sm5U9yS3w,Clé USB SANDISK 64GB,7000,,SANDISK,accessoire,false,false
ogmecQrs4eqbS2TpCmJB,Ecouteur Bluetooth Oraimo Freepods Lite OTW-330,10000,,Oraimo,accessoire,false,false
udNWQnd87zRwHmiAWWqK,Ecouteur Bluetooth Oraimo Freepods Néo OTW-330,10000,,Oraimo,accessoire,false,false
7vOzU3IVTJLEvD51VXbi,Ecouteur Bluetooth Oraimo Space buds,18000,,Oraimo,accessoire,false,false
HfpZf4FgEwg7cZeOpvbv,Ecouteur Bluetooth tour de cou Oraimo Necklace Lite OEB-311,12000,,Oraimo,accessoire,false,false
rHhIX7ULfcpoe6ICrrRh,Ecouteur Calus,1000,,CALUS,accessoire,false,false
fSjaVJsmuJC7Qtp0Xuas,Ecouteur MOXOM MH-08,2500,,MOXOM,accessoire,false,false
p6Ahkdl9N0GqchtZhiwJ,Ecouteur Moxom MX-EP12,3000,,MOXOM,accessoire,false,false
RlSZRUNI0NpNY67q7Qxp,Ecouteur Moxom MX-EP18,2500,,MOXOM,accessoire,false,false
4ZqiNd5KHdgeP0Ui11EH,Ecouteur MOXOM MX-EP37 (Type C),3000,,MOXOM,accessoire,false,false
2rD3z3ifDdFqSpSqM4of,Ecouteur Tour de Cou Bluetooth MOXOM MX-WL27,10000,,MOXOM,accessoire,false,false
m1NpnvOjQBZjqZ0YgYVP,Ecouteur Tour de Cou Bluetooth MOXOM MX-WL49,8000,,MOXOM,accessoire,false,false
PTS0T5JKUvSBGHoyvZ6H,Ecouteur Tour de Cou Bluetooth MOXOM MX-WL52,8000,,MOXOM,accessoire,false,false
vlwk3B6Ww41WbKM8gAQJ,Ecouteur Tour de Cou Bluetooth MOXOM MX-WL64,7500,,MOXOM,accessoire,false,false
ACAJpqyeZz9oFzjZYDWv,Ecouteur Tour de Cou Bluetooth MOXOM MX-WL66,7000,,MOXOM,accessoire,false,false
rr2oVRbqA0hGHTD0kIQJ,HAUT-PARLEUR 2.0 MULTIMÉDIA SPEAKER HOTMAIL HT-122,10000,,HOTMAI,accessoire,false,false
oiDFG0R6wGPySYaChIBf,Idino BOOM,60000,,Idino,tablette,false,false
B9mxO8u4TkomuEr5Zqs3,Idino Notebook 10,60000,,Idino,tablette,false,false
ljGdrLvfoE8XEN4NgHIV,Infinix Hot 40,75000,,Infinix,smartphone,false,false
99OXVYSokBui96lqZHnI,Infinix Hot 50,90000,,Infinix,smartphone,false,false
Qt1aYRDI2w5tV5aEKXoD,Infinix Hot 50 Pro+,107000,,Infinix,smartphone,false,false
bnqer23V37eoPQSrgPmf,Infinix Hot 50i,59000,,Infinix,smartphone,false,false
rz8ROx9efVnCxOWY9TfY,Infinix Hot 60 Pro+,108000,,Infinix,smartphone,false,false
Ka0yPBGxwNXnUpVIlA24,Infinix Hot 60i,60000,,Infinix,smartphone,false,false
MrVbd3r5hb8BUw72tW3p,Infinix Hot 60i,80000,,Infinix,smartphone,false,false
IfGS0QdBE02Ryj5HaEmJ,Infinix Note 50,125000,,Infinix,smartphone,false,false
iT35cyf5xEqAIi4XMIW9,Infinix Note 50 Pro,143000,,Infinix,smartphone,false,false
wnKud5XL9VdLGhvEOSrH,Infinix Smart 10,46000,,Infinix,smartphone,false,false
7sGMRY1W0MyGI2DMBLYy,Infinix Smart 10 HD,44000,,Infinix,smartphone,false,false
7niAK365ZqQhzqM8QkjB,Infinix Smart 10 Plus,56000,,Infinix,smartphone,false,false
VQXbAeFDedWmnHvSPrNf,Infinix Xpad,120000,,Infinix,tablette,false,false
v3Ws0l0ecgYJd0BJpxd9,Infinix ZeroFlip,436000,,Infinix,smartphone,false,false
diTVZFaIVokLDWnVKhhy,iPad 10 eme génération,295000,,IPad,tablette,false,false
XvLktdmjsS2R0ZRJ5Ngv,iPad 10eme génération,220000,,iPad,tablette,false,false
3IQ7H5QKgL0q0AjNBPy2,iPad 11 eme génération,310000,,IPad,tablette,false,false
fLH4DUNHhwRwHjq0whcT,iPad 11 eme génération,260000,,IPad,tablette,false,false
uUwdWvmtajVZURcAnTNB,iPhone 12 Pro Max,285000,,iPhone,smartphone,false,false
xIbNYM5EGOoOsPCDRG5G,iPhone 12 Pro Max,265000,,iPhone,smartphone,false,false
OHB0rNpwf1QvfcdV0bmr,iPhone 14 Pro Max,435,,iPhone,smartphone,false,false
dDpxIvzVXhp0jraPiTZF,iPhone 14 Pro Max,410000,,iPhone,smartphone,false,false
F3b0m56m4LEceG0EBF88,iPhone 15 Pro Max,610000,,iPhone,smartphone,false,false
zQeStZvKCYk6sw0g7nLD,iPhone 15 Pro Max,585000,,iPhone,smartphone,false,false
PTnIThevYzOFU3QBLOAB,iPhone 16,500000,,iPhone,smartphone,false,false
oBfWQP89mtRhA1LEfqLp,iPhone 16,450000,,iPhone,smartphone,false,false
GEcQAeJEcV6FfAYPRG73,iPhone 16 Pro,590000,,iPhone,smartphone,false,false
s45wo3EghLTi5GLkrRxR,iPhone 16 Pro,256,,iPhone,smartphone,false,false
Eor08rkS9LOPwcjE0ujc,iPhone 16 pro max,785000,,iPhone,smartphone,false,false
ZInHhXp73YqwpPrmylob,iPhone 16 pro max,725000,,iPhone,smartphone,false,false
awzBVKmeetk3JNcodHdr,iPhone 16 pro max,710000,,iPhone,smartphone,false,false
8jyqw4bw6VnzzCl9AlVd,iPhone 17 Pro Max,1500000,,iPhone,smartphone,false,false
256vUGDONSHncfYmrgV3,Itel A06,35000,,Itel,smartphone,false,false
cPFuRXUEPSdM942nilZx,Itel A20,28500,,Itel,smartphone,false,false
ALjhYrzu4RT7hoGHQRwW,Itel A50,42000,,Itel,smartphone,false,false
z1YxnrDhVv5LzCRh12xr,Itel A50c,37000,,Itel,smartphone,false,false
dCCBXJAfrMprdawcTwq9,Itel A80,47000,,Itel,smartphone,false,false
cGL0uoL4WaYKNwFF5B9g,Itel A90,45000,,Itel,smartphone,false,false
m2hOaf8567UfZR4A6KTy,Itel CITY100,56000,,Itel,smartphone,false,false
P90vN1yVZtz1WAhnPxlG,Itel It2163,5500,,Itel,portable a touche,false,false
eS52RhhacBU04oqcwdGU,Itel It2165,5000,,Itel,portable a touche,false,false
FqpXjYjGMnofCmSdk4Uc,Itel It5082,8000,,Itel,portable a touche,false,false
b5MN8BYQbLQLsVfyqaUD,Itel It5609,7500,,Itel,portable a touche,false,false
M2rC4eFkeZdvC1zKvzpI,Itel It5619,9000,,Itel,portable a touche,false,false
0iPBN0GzO2qeeSWjEwWc,Itel it5626,10000,,Itel,portable a touche,false,false
dCowiI4EHrMtkuBBninW,Itel it5627,12000,,itel,portable a touche,false,false
PFPJvcpHfUuS27DHs4mC,Itel P40,50000,,Itel,smartphone,false,false
KKylJh0U95G60muYnNnC,Itel P65C,48000,,Itel,smartphone,false,false
aOpYUvvdL4UYZfa7nsZB,Itel P70,56000,,Itel,smartphone,false,false
CYL7XHtVZhBZJE204pgv,Itel S25 Ultra,100000,,Itel,smartphone,false,false
OpXGwe1IratcDUE0gpqo,Itel VistaTab30s,83000,,Itel,tablette,false,false
I1u9NjCh5fbq2tBCFP4l,"Kits D-P9 (Montre connectée, Casque Bluetooth, Mini-Speaker, multi-câbles et Clé)",10000,,,accessoire,false,false
A5MWJuBKXWf7vTyxU8t3,MAXFONE max 5,9500,,MAXFONE,portable a touche,false,false
qlDcaOcOQPqqmuYbBGz8,MAXFONE max 9,10000,,MAXFONE,portable a touche,false,false
gDpUDX3vGu1y9TzM0aYN,Montre connectée Itel Smart Watch Charm,18000,,Itel,accessoire,false,false
iTAHTujlKszLxQ6WQ1VC,Montre connectée oraimo watch 2R,22000,,ORAIMO,accessoire,false,false
cfhxydo842WXc9k3ZYCq,Montre connectée Oraimo Watch Nova AM (OSW-32),,,Oraimo,accessoire,false,false
4TtRMGdSSiT6FpvhppAV,Nokia 105,6500,,Nokia,portable a touche,false,false
wPjYhvJM4p6BbuUlvAK6,Nokia 106,6500,,Nokia,portable a touche,false,false
URY9JgFVXKdGGRMK9jgn,Oeaimo Hydra 4 - Support Téléphone Voitire,,,Oraimo,accessoire,false,false
95ySnRRusgeawrvUpOeN,OKING OK8002,9000,,OKING,portable a touche,false,false
s2vXiRLmr3adhvkZJbeR,OKING OK8005,10000,,,portable a touche,false,false
KbFVbWIZrzCtPoNwnCE5,OKING OK8008,12000,,OKING,portable a touche,false,false
XO5QO9vFBrWyflmljSwN,OTG USB SANDISK Ultra 128GB ANDROID,9000,,SANDISK,accessoire,false,false
9PsHATGcG2ZuLvxI4WdV,OTG USB SANDISK Ultra 16 GB ANDROID,4500,,SANDISK,accessoire,false,false
o8x8onxTkPQu9UQoeQtj,OTG USB SANDISK Ultra 32GB ANDROID,6000,,SANDISK,accessoire,false,false
OQsVJu2s5srIpWORLeNB,OTG USB SANDISK Ultra 32GB TYPE-C,,,SANDISK,accessoire,false,false
RC7skFzFlw54saC8Pa2F,OTG USB SANDISK Ultra 64GB ANDROID,7000,,SANDISK,accessoire,false,false
3nTLZxu3XHhCAt7E7Hi1,OTG USB SANDISK Ultra 64GB TYPE-C,8000,,SANDISK,accessoire,false,false
saZbYTIHXyjkdSHOxPQ1,Pocket wifi MTN universelle,10000,,MTN,accessoire,false,false
a3muoHyL6YXoRREJXivG,Pocket Wifi Oraimo OM-102,20000,,Oraimo,accessoire,false,false
3bnDVmn2Jp7affxvxsSY,Poco C61,46000,,Poco,smartphone,false,false
SxPWiKB1P4eIo7JndICV,Poco C61,43000,,Poco,smartphone,false,false
3u8Cgef0SRRCLNczX2oM,Poco C71,49000,,Poco,smartphone,false,false
d6pBtg5Q9lXPmdMfQNnY,Poco C71,45000,,Poco,smartphone,false,false
KaQgIDHiGdyAR09PFq9N,Poco C75,67000,,Poco,smartphone,false,false
LUS50GSqkY96eOQS1TC1,Poco C75,60000,,Poco,smartphone,false,false
SuAfOtEbe4pXWmIx9OJa,PowerBank 10 000mAh Itel IPP-53,8000,,Itel,accessoire,false,false
muf8ODF89fJ3IoSwmNjf,PowerBank 20 000mAh Itel IPP-85L,13000,,Itel,accessoire,false,false
ZzfFMCR8My0GT0NCXKfP,Powerbank Double Port Oraimo Traveler 12 20 000 mAh (Type-C),11000,,Oraimo,accessoire,false,false
NtQPHrw7sZT0Rx8vgf5A,Powerbank Oeaimo TRAVELER 2  20 000 mAh,14000,,Oraimo,accessoire,false,false
0uKvjHPegxeDyrqnUHje,Powerbank Oeaimo TRAVELER 4 20 000 mAh,13000,,Oraimo,accessoire,false,false
rIDA6Wv5YbITYqpxSRSH,Powerbank Oraimo Traveler Link 27 – 27 000 mAh,15000,,Oraimo,accessoire,false,false
WGV1AM3MVaVsWQnbzH7W,Redmi 15 5G,107000,,Redmi,smartphone,false,false
CIAyJkXCUiBHZMZ6Xr6Q,Redmi 15c,72000,,Redmi,smartphone,false,false
tE00nkdWm5gnuG7OFvia,Redmi 15c,60000,,Redmi,smartphone,false,false
jJsICKF2xkltTbLetItf,Redmi A3X,45000,,Redmi,smartphone,false,false
cI6wKLOIfkGgCgmiAdGJ,Redmi A5,47000,,Redmi,smartphone,false,false
rX0sUNsixxlSpMa5ate5,Redmi A5,42000,,Redmi,smartphone,false,true
k3eAgGt0NcjWm1iF9DfP,Redmi Note 13 Pro+,205000,,Redmi,smartphone,false,false
cCKs7rzspfcNU8cyKUzo,Redmi Note 14,100000,,Redmi,smartphone,false,false
XX1YMxYWoetdJn7lbZVd,Redmi Note 14 Pro,131000,,Redmi,smartphone,false,false
vYx4HTTEDoom9avvXy61,Redmi Note 14 Pro,158000,,Redmi,smartphone,false,false
Dng1BacepkpYZrrZQGdD,Redmi Note 14 Pro+ 5G,222000,,Redmi,smartphone,false,false
QlBUVmbABV55fVD99963,Redmi Pad 2,113000,,Redmi,smartphone,false,false
pF8UcQNTI7qQMwShqlfr,Redmi Pad 2,95000,,Redmi,tablette,false,false
Wg0QEB6RGWUidOjF6b9q,Redmi Pad 2 4G,109000,,Redmi,tablette,false,false
q79Zki4C4HUbNKw1Rg40,Redmi Pad 2 4G,123000,,Redmi,tablette,false,false
3f62b5kHFh2KcseVbYlL,Redmi Pad Pro 5G,198000,,Redmi,smartphone,false,false
NHUq9iWhG1ZOGnFtSPtS,Redmi Pad Pro 5G,171000,,Redmi,tablette,false,false
nzQ2CKB8aPcMFeGXL2kW,Samsung A05,51000,,Samsung,smartphone,false,false
QicdZKpvHoRefnAkoKvT,Samsung A06,62000,,Samsung,smartphone,false,false
rmLPugC5O4Sz7R8Xau9J,Samsung A06,53000,,Samsung,smartphone,false,false
